"Name","Disc. Date","mmax","Mmax","Host Name","z","Type","E(B-V)","X-ray"
"SN2006sv","2006/11/09","20.69","-19.764","SDSS J22528.23+001553.7","0.2645","Ia","0.0719",""
"SN2016eja","2016/07/26","15.4","-19.7","2MASX J22253147+3859010","0.024","Ia","0.1028",""
"SN2005di","2005/08/12","18.3","-17","MCG -04-52-46","0.0253,0.025","Ia","0.0255",""
"SN2018fsa","2018/09/03","17.6","-18.8","Unknown","0.043,0.043","Ia","0.0364",""
"SDSS-II SN 15663","2006/10/11","21.74","-18.9383","SDSS J22537.73+011346.2","0.292197","Ia","0.063",""
"SDSS-II SN 9102","","21.36","-18.1239","SDSS J22555.40+003118.0","0.171605","Ia","0.0529",""
"SN2018hcr","2018/10/03","17.1","-19","","0.04,0.04","Ia","0.0875",""
"SN2009mr","2009/11/15","20.1","-18.4","A222559+1713","0.11,0.11","Ia","0.0505",""
"SN2007im","2007/08/31","19.2","-18","A222611-1208","0.07,0.07","Ia","0.0425",""
"SDSS-II SN 10324","2005/11/07","21.1","-19.243","SDSS J22628.23+003512.6","0.251725","Ia","0.0515",""
"SDSS-II SN 19424","2007/10/06","21.54","-19.6362","SDSS J22629.41+005706.3","0.364553","Ia","0.0553",""
"SDSS-II SN 12087","2005/11/23","21.49","","SDSS J22635.49+005404.8","","Ia","0.0547",""
"SDSS-II SN 1778","2005/09/03","21.28","","SDSS J22638.82+002239.7","","Ia","0.0507",""
"SDSS-II SN 14444","2006/09/20","21.02","-19.2706","SDSS J22648.40-004856.7","0.245916","Ia","0.0542",""
"SDSS-II SN 2078","2005/09/09","20.98","-19.9292","SDSS J22651.31-010447.9","0.323773","Ia","0.0468",""
"SN2006ja","2006/09/30","19.32","-19.11","SDSS J22651.88+003023.0","0.107,0.0964,0.0969","Ia","0.0487",""
"SDSS-II SN 20399","2007/10/31","21.83","-17.7245","SDSS J22706.29-010939.7","0.177108","Ia","0.0493",""
"SN2009jj","2009/08/16","19.2","-19.23","A222707+1714","0.107,0.11,0.107","Ia","0.0521",""
"SN1995T","1995/07/25","18","-19.0176","SDSS J222712.66-092941.9","0.056416","Ia","0.0455",""
"SDSS-II SN 2079","2005/09/12","22.09","-18.6964","SDSS J22713.58-010403.9","0.306576","Ia","0.0482",""
"SN2006hv","2006/09/18","20.02","-19.04","SDSS J22719.84+010150.5","0.142,0.167,0.168","Ia","0.0583",""
"SN2018fjx","2018/08/16","18.66","-18.374","","0.05684,0.05684","Ia","0.0438",""
"SN2002gg","2002/10/05","20","-18.5","NEAT J222745.65+065548.9","0.11,0.11,0.11","Ia","0.1085",""
"SDSS-II SN 20217","2007/10/19","21.42","-19.7825","SDSS J22749.22-003759.0","0.368842","Ia","0.0641",""
"SDSS-II SN 3065","2005/09/12","20.92","-18.3476","SDSS J22754.68-010917.5","0.155771","Ia","0.0507",""
"SDSS-II SN 20580","2007/10/12","22.04","-19.204","SDSS J22755.45+000138.4","0.375712","Ia","0.0639",""
"SN2005ll","2005/11/08","20.67","-19.6","SDSS J22806.92-010742.1","0.244,0.258","Ia","0.0499",""
"SN1996af","1996/06/12","18.88","-19","Abell 3879","0.1,0.1","nIa","0.0269",""
"SDSS-II SN 13051","2006/08/28","21.21","-19.4134","SDSS J22833.20-001258.6","0.285147","Ia","0.0658",""
"SDSS-II SN 19739","2007/10/13","22.1","-17.26","SDSS J22838.25-003004.1","0.162,0.149","Ia","0.0633",""
"SN2018hrw","2018/11/01","18.44","-19","","0.07,0.07","Ia","",""
"SNF20080828-003","2008/08/28","19.4","-17.984","","0.06664","Ia","0.0537",""
"SDSS-II SN 5235","2005/09/22","21.37","-18.9775","SDSS J22853.84+003810.2","0.252225","Ia","0.0535",""
"SDSS-II SN 13933","2006/09/17","21.96","-19.6094","SDSS J22903.78-003348.8","0.434257","Ia","0.0601",""
"SDSS-II SN 10450","2005/11/02","21.41","-19.11","SDSS J22906.03-010743.1","0.272","Ia","0.0566",""
"SDSS-II SN 2081","2005/09/12","21.21","-19.14","SDSS J22913.18-011228.1","0.252,0.252,0.329,0.334","Ia","0.0585",""
"SN2005iw","2005/10/20","21.31","-19.2","SDSS J22917.88-000531.7","0.27,0.27","Ia","0.0612",""
"ASASSN-15hz","2015/04/26","16.7","-19.1","APMUKS(BJ) B222606.49-654315.6","0.033","Ia","0.0235",""
"SN2017fnz","2017/07/18","18.59","-19.2","","0.081,0.081","Ia","0.0786",""
"SN2007la","2007/09/30","19.96","-18.92","SDSS J22954.60+010330.4","0.131,0.118,0.129","Ia","0.0638",""
"SDSS-II SN 15558","2006/10/14","22.09","-18.6917","SDSS J22958.44+005712.3","0.305943","Ia","0.0619",""
"SN2006ks","2006/10/11","21.01","-18.9","SDSS J23004.54+000011.2","0.208,0.226","Ia","0.0614",""
"SDSS-II SN 20400","2007/10/31","21.34","-19.3489","SDSS J23007.66-010915.2","0.293582","Ia","0.0561",""
"SN2006kc","2006/10/12","20.68","-19.3","SDSS J23010.61-002428.0","0.21,0.22,0.22,0.18,0.21","Ia","0.0576",""
"SDSS-II SN 13423","2006/09/15","21.73","-19.21","","0.328,0.286","Ia","0.0611",""
"SNF20080815-017","2008/08/15","18.9","-18.427","","0.06492","Ia","0.0443",""
"SDSS-II SN 19195","2007/09/22","21.69","-19.94","","0.447,0.375","Ib/c","0.0606",""
"SDSS-II SN 14177","2006/09/15","21.99","-18.6999","SDSS J23022.18+003058.7","0.293703","Ib/c","0.0566",""
"SN2005ig","2005/10/20","21.77","-18.32","SDSS J23031.48-003008.6","0.225,0.268,0.271","Ia","0.0556",""
"SN2005ff","2005/09/10","19.09","-18.8","SDSS J23041.15-004634.4","0.0837,0.0841","Ia","0.0528",""
"ASASSN-15oh","2015/08/14","16.13","-18.2406","MCG +06-49-27","0.016835","Ia","0.1275",""
"SN2007qm","2007/10/31","20.68","-19.2","SDSS J23048.90+000041.9","0.204807,0.21","Ia","0.0612",""
"SDSS-II SN 7725","2005/10/23","21.83","","","","Ia","0.0529",""
"SN1996ca","1996/12/15","16.5","-17.3","NGC 7300","0.016,0.017","Ia","0.0499",""
"SDSS-II SN 16054","2006/11/09","21.83","","SDSS J23121.95+010337.0","","Ia","0.0717",""
"SDSS-II SN 1782","2005/09/03","20.96","-19.5","","0.27","Ia","0.0611",""
"SDSS-II SN 13861","2006/09/15","20.79","-20.559","SDSS J23123.35+000430.6","0.393679","Ia","0.0605",""
"SDSS-II SN 14186","","","","","0.3132","Ia","0.0705",""
"SDSS-II SN 13429","","21.44","","SDSS J23127.14+005352.5","","Ia","0.0689",""
"SN2005le","2005/11/02","21.04","-19.3","SDSS J23132.24-002937.1","0.25,0.25","Ia","0.0533",""
"SDSS-II SN 6807","2005/11/02","22.31","-18.39","SDSS J23216.56-010843.7","0.295","Ia","0.0614",""
"SN2016gcr","2016/09/07","18.81","-18.5","2MASX J22321713-2342106","0.065,0.065","Ia","0.0194",""
"SDSS-II SN 9317","","21.57","-18.8116","SDSS J23217.73+003835.2","0.256085","Ib/c","0.07",""
"SDSS-II SN 15291","2006/10/02","21.78","-19.05","SDSS J23220.13-010906.6","0.313,0.276,0.245","Ia","0.0616",""
"SN2006gr","2006/08/21","16.43","-19.46","UGC 12071","0.034601,0.034597","Ia","0.0727",""
"SDSS-II SN 15103","2006/09/29","21.78","-19.45","SDSS J23223.65-003018.6","0.374,0.373,0.321,0.397,0.574,0.593","Ia","0.0507",""
"SDSS-II SN 19575","2007/10/09","21.82","","","","Ia","0.0716",""
"SDSS-II SN 5804","2005/10/05","21.22","","","","Ia","0.0741",""
"SN2007qu","2007/11/04","21.5","-19.2743","SDSS J23232.65+005133.8","0.304931,0.31","Ia","0.073",""
"SN2017dry","2017/04/28","17","-19.285","FAIRALL 0131","0.040415,0.040415,0.040415","Ia","0.0194",""
"SN2018gjq","2018/09/15","18.52","-18.4695","","0.055699","Ia","0.0538",""
"SN2018fqk","2018/08/30","17.3","-19","","0.041,0.041","Ia","0.092",""
"SN2002lr","2002/06/06","20.8","-19.1","A223312+0105","0.21","Ia","0.0759",""
"SDSS-II SN 15314","2006/10/02","20.82","","","","Ia","0.076",""
"SN2016hqf","2016/10/30","17.77","-19.2","2MASX J22332338-0121266","0.055,0.055","Ia","0.0612",""
"SN2018fch","2018/08/07","18.93","-19","","0.085,0.085","Ia-91T","0.1359",""
"SDSS-II SN 6085","2005/10/01","21.05","-21.4","","0.65,0.51","Ia","0.0669",""
"SDSS-II SN 17803","2007/09/13","21.64","","SDSS J23344.00-002738.1","","Ia","0.0459",""
"SDSS-II SN 15268","2006/10/12","21.28","-19.4468","SDSS J23346.81+000819.2","0.298563","Ia","0.0547",""
"SDSS-II SN 15559","2006/10/14","22.14","","","","Ia","0.0762",""
"SN2003gn","2003/07/22","17.24","-18.695","CGCG 452-024","0.03445,0.03445","Ia","0.042",""
"SDSS-II SN 18588","2007/10/03","20.71","-19.6293","SDSS J23353.23-011216.2","0.251315","Ia","0.0574",""
"SN2014ci","2014/07/16","17.2","-16.8491","PGC 166758","0.014527","Ia","0.6116",""
"SN2005kc","2005/11/09","15.45","-18.2","NGC 7311","0.01512,0.01389,0.01512","Ia","0.1136",""
"SN2006gp","2006/09/15","21.33","-18.39","SDSS J23409.93+000317.5","0.191","Ia","0.0517",""
"SN2017gtw","2017/09/11","18.5","-18.8","","0.064,0.064","Ia","0.0142",""
"SN2001de","2001/07/13","16.5","-19.208","UGC 12089","0.03106","Ia","0.1873",""
"ASASSN-14ih","2014/09/19","16.6","-19.2716","PGC 69190","0.033466","Ia","0.0181",""
"SDSS-II SN 12110","","21.03","-19.5635","SDSS J23442.39+000041.1","0.28139","Ia","0.0504",""
"SN2006jf","2006/09/15","20.93","-19.6704","SDSS J23454.55+000008.1","0.282247,0.28","Ia","0.0496",""
"SN1978E","1978/10/27","14.98","-19.52","MCG +06-49-36","0.0179","Ia","0.1235",""
"SDSS-II SN 15866","2006/10/22","21.07","-18.6422","SDSS J23507.39+005805.1","0.190035","Ia","0.0744",""
"SN2018ect","2018/07/20","18.86","-19","2MASX J22350816+1723227","0.07,0.07","Ia","0.0476",""
"SDSS-II SN 21166","2007/10/14","22.09","-20","","0.548,0.446","Ia","0.0538",""
"SN2007B","2007/01/05","16.2","-18.658","NGC 7315","0.02105","Ia","0.0692",""
"SDSS-II SN 19723","2007/10/13","21.22","-19.1557","SDSS J23533.96+002506.4","0.255413","Ia","0.0614",""
"SDSS-II SN 13737","2006/09/15","21.69","-19.6663","SDSS J23542.30+005745.5","0.394955","Ia","0.0687",""
"SN2007lo","2007/10/03","20.04","-18.96","SDSS J23556.07+003632.6","0.138,0.132,0.154","Ia","0.0643",""
"SDSS-II SN 16727","","21.05","-19.3721","SDSS J23601.13+000755.1","0.260743","Ia","0.0533",""
"SN2005jb","2005/10/23","21.29","-19.11","A223603-0022","0.258","II","0.0448",""
"SN2005fg","2005/09/10","21.06","-19.71","SDSS J23604.05-002229.7","0.305","Ia","0.0448",""
"SDSS-II SN 6696","2005/10/21","21.3","-18.9257","SDSS J23618.96+002846.7","0.2379,0.23892","Ia?","0.0602",""
"SN2013di","2013/06/12","16.7","-18.4293","NGC 7321","0.023833","Ia","0.0397",""
"SDSS-II SN 15260","2006/10/02","21.08","-19.2806","SDSS J23642.58-001631.1","0.253699","Ia","0.0472",""
"SN2011he","2011/10/20","18.4","-18.6","A223646+2021","0.055","Ia Pec","0.0358",""
"SDSS-II SN 5142","2005/10/01","21.12","-19.71","","0.312,0.276","Ia","0.0408",""
"SN2017hkk","2017/10/15","18.9","-18.9625","PGC 101301","0.082757,0.082757","Ia","0.0448",""
"SN2016fff","2016/08/23","15","-18.5288","UGC A 430","0.011441,0.011441,0.011441","Ia","0.02",""
"SDSS-II SN 16584","2006/10/31","21.87","-19.4771","SDSS J23701.98-002748.9","0.393346","Ia","0.0461",""
"SN2007pq","2007/10/15","21.03","-18.62","SDSS J23713.94+004410.6","0.185,0.201,0.202","Ia","0.0608",""
"SN2006pj","2006/11/09","21.14","-19.6549","SDSS J23718.28+004416.9","0.307732","Ia","0.0608",""
"SN2018elm","2018/07/17","18.37","-18.08","","0.0435,0.0435","Ia","0.0374",""
"SN1999fa","1999/10/04","23.8","-19.2","A223729-0011","0.82,0.82","Ia","0.0474",""
"SN2002ls","2002/06/07","22.6","-17.7","A223740-0038","0.25","Ia","0.044",""
"SN2016dkf","2016/07/16","17.84","-19","AM 2234-265 NED02","0.05,0.05","Ia-91T","0.0188",""
"SN2010ii","2010/09/30","16.5","-18.89","NGC 7342","0.0269","Ia","0.0739",""
"SDSS-II SN 1991","2005/09/09","21.36","-19.4909","SDSS J23830.43+005429.4","0.315484","Ia","0.0606",""
"SN1974J","1974/10/09","15.5","-15.9","NGC 7343","0.0222","Ia","0.0581",""
"SDSS-II SN 15942","2006/10/20","20.97","-19.21","","0.234,0.211,0.431,0.443","Ia","0.0432",""
"SN2007ik","2007/09/05","20.59","-19.05","SDSS J23853.67-011002.0","0.184,0.173,0.212,0.213","Ia","0.0412",""
"SDSS-II SN 18626","2007/10/03","21.95","-19.213","SDSS J23903.85-001621.4","0.362429","Ia","0.045",""
"SDSS-II SN 21813","2007/11/12","20.84","-20.0789","SDSS J23905.26+011104.8","0.325169","Ia","0.0616",""
"SN2004if","2004/10/08","21.5","-19.4","A223908-0051","0.322,0.32,0.322","Ia","0.0418",""
"SDSS-II SN 7254","","","","","0.366238","Ia","0.059",""
"SN1998eg","1998/10/19","16","-18.9","UGC 12133","0.02476,0.02476","Ia","0.1055",""
"SDSS-II SN 19742","","21.03","-20.1152","SDSS J23931.77-003424.7","0.359576","Ia","0.0442",""
"SN2018eec","2018/07/23","18.96","-19","","0.09,0.09","Ia","0.0449",""
"SN2018fqn","2018/09/02","17.8","-19","GALEXASC J223938.25-150510.0","0.052,0.052","Ia","0.038",""
"SDSS-II SN 2539","","","","","0.65,0.51","Ia","0.0443",""
"SN2007ev","2007/06/27","18.07","-18.34","AGC 320702","0.0427,0.0416","Ia","0.0422",""
"SDSS-II SN 15934","2006/10/23","21.44","-18.91","SDSS J24008.61+001243.2","0.253","Ia","0.0559",""
"SDSS-II SN 14438","2006/09/20","21.19","-19.529","SDSS J24015.57-010407.9","0.297526","Ia","0.0465",""
"SN2006bh","2006/04/02","14.38","-18.8","NGC 7329","0.010493,0.010847,0.010493","Ia","0.0227",""
"SN2018fsf","2018/08/25","18.83","-19.3441","","0.095268,0.095268","Ia","0.0626",""
"SN2011ga","2011/09/18","17.9","-18.33","PGC 69458","0.0394","Ia","0.0619",""
"SN2016gtq","2016/09/27","18.48","-18.6","","0.059,0.059","Ia","0.0442",""
"SN2018esa","2018/08/01","18.52","-19","","0.07,0.07","Ia","0.0435",""
"SDSS-II SN 21487","2007/11/12","20.52","-19.1813","SDSS J24107.52-001241.2","0.189116","Ia","0.0493",""
"SDSS-II SN 15628","","21.55","-20.094","SDSS J24108.26-004728.7","0.448918","Ia","0.0484",""
"SN2015ce","2015/08/19","16.5","-17.9281","UGC 12156","0.017285,0.017285","Ia-02cx","0.1104",""
"SN2011ec","2011/05/14","17","-19.04","ESO 147-G5","0.0362","Ia","0.0171",""
"SN2006py","2006/11/15","17.97","-19.0564","SDSS J24142.04-000812.9","0.056643","Ia","0.0518",""
"SNF20080918-002","2008/09/18","19.7","-18.26","","0.08648","Ia","0.0337",""
"SN2017gfa","2017/08/14","18.85","-18.7","APMUKS(BJ) B223905.26-262206.9","0.073,0.073","Ia","0.0157",""
"SN2012go","2012/11/14","16.6","-19","PGC 214858","0.03","Ia","0.0621",""
"SN2004ef","2004/09/04","16.73","-18.62","UGC 12158","0.029771,0.030985","Ia","0.0458",""
"SN2007gb","2007/07/18","19.4","-19","A224237+2818","0.1,0.1","Ia","0.0488",""
"SNF20080707-012","2008/07/07","19.6","-18.634","","0.09786","Ia","0.0456",""
"SDSS-II SN 19200","2007/09/22","22.34","","SDSS J24247.29+002223.6","","Ia","0.0592",""
"SN2006la","2006/10/17","20.43","-18.38","SDSS J24248.34-005406.3","0.127,0.146,0.167","Ia","0.0497",""
"SDSS-II SN 13329","2006/09/11","21.42","-19.46","","0.319,0.347,0.302","Ia","0.0551",""
"SDSS-II SN 20825","2007/10/29","21.81","-17.14","","0.135,0.126","Ia","0.061",""
"SDSS-II SN 21494","2007/11/08","21.76","-19.5015","SDSS J24311.01+001815.2","0.378652","Ia","0.0582",""
"SDSS-II SN 17965","2007/09/14","21.12","-19.7312","SDSS J24317.68-004531.8","0.315534","Ia","0.0533",""
"SN2006nu","2006/10/21","19.97","-19.82","A224319+0015","0.197,0.198","Ia","0.0576",""
"SDSS-II SN 18589","2007/10/03","21.66","-19.32","SDSS J24320.33-010828.3","0.334","Ia","0.0472",""
"SN2002gb","2002/08/28","18.9","-18.7155","SDSS J224321.26-000654.5","0.074001","Ia","0.0553",""
"SDSS-II SN 21185","2007/11/04","21.87","-18.3084","SDSS J24322.50-004302.9","0.233935","Ib/c","0.0536",""
"SDSS-II SN 6743","2005/10/21","22.04","-19.1212","SDSS J24327.42-002200.2","0.362142","Ia","0.0545",""
"SN2007lp","2007/10/03","20.81","-18.73","SDSS J24340.96+002513.8","0.176,0.171,0.196,0.197","Ia","0.0604",""
"SDSS-II SN 7431","","","","","0.350266","Ia","0.0545",""
"SDSS-II SN 14445","2006/09/27","21.64","-18.5674","SDSS J24350.93-004513.9","0.23698","Ia","0.0533",""
"SDSS-II SN 19467","2007/10/09","21","-19.75","SDSS J24351.54-005838.9","0.302,0.135,0.126","Ia","0.0492",""
"SDSS-II SN 5498","2005/10/05","20.98","","SDSS J24352.03-004253.8","","Ia","0.0533",""
"SN2012em","2012/09/09","17.8","-18.36","PGC 69614","0.0381","Ia Pec","0.0688",""
"SN1994an","1994/10/31","22.22","-19.04","A224418+0006","0.378,0.378","Ia","0.0564",""
"SN2009fk","2009/05/29","18.5","-15.3","NGC 7364","0.0162","Ia","0.0556",""
"SN2011im","2011/11/26","15.57","-18.7205","NGC 7364","0.016228","Ia","0.0556",""
"SN2013dt","2013/06/30","15.7","-19.4566","NGC 7367","0.024133","Ia","0.0636",""
"SN2008gt","2008/10/29","18.4","-18.99","APMUKS(BJ) B224209.38-032444.7","0.0668","Ia","0.0376",""
"SN2006nd","2006/10/28","19.82","-19.023","SDSS J24458.81-010022.9","0.12876,0.1288","Ia","0.0478",""
"SN2011ff","2011/08/22","17.61","-17.4739","UGC 12179","0.023343","Ia","0.0701",""
"SNF20080626-002","2008/06/26","16.7","-18.509","","0.02472","Ia","0.0796",""
"SN2007nm","2007/10/08","19.1","-17.5","A224527+1039","0.046,0.046","Ic","0.0592",""
"SN2016flv","2016/08/27","17.1","-19.8","APMUKS(BJ) B224253.45-073553.1","0.053","Ia","0.0353",""
"SN2018grv","2018/09/15","18.44","-19","","0.07,0.07","Ia","",""
"SN1995ac","1995/09/22","17.14","-19.61","2MFGC 17122","0.0499,0.0499,0.0422,0.0438,0.0441,0.0496","Ia Pec","0.0365",""
"SDSS-II SN 7762","2005/10/23","21.91","-19.39","SDSS J24534.65+000839.7","0.386,0.332","Ia","0.06",""
"SN2014ck","2014/06/29","16.2","-15.51","UGC 12182","0.00497","Ia Pec","0.3919",""
"SDSS-II SN 2280","2005/09/03","21.89","-19.1959","SDSS J24557.48+001652.7","0.350224","Ia","0.0642",""
"SN2007pu","2007/10/29","18.55","-19.53","SDSS J24558.32-003855.9","0.0914","Ia","0.0563",""
"SN2016cvw","2016/06/18","17.36","-18.8399","MCG +02-58-008","0.038877","Ia","0.0665",""
"SN2006fx","2006/09/11","21.04","-19.04","SDSS J24616.26+002458.3","0.2239","Ia","0.0675",""
"SN2018frk","2018/09/01","19.06","-19","","0.08,0.08","Ia","0.0348",""
"SDSS-II SN 5807","","20.64","-19.1356","SDSS J24619.83+010031.8","0.195487","Ia","0.0707",""
"SDSS-II SN 20953","2007/10/29","20.95","-19.7","","0.289,0.255,0.359,0.367","Ia","0.068",""
"SN2006pw","2006/11/14","21.54","-19.3881","SDSS J24626.94+010904.9","0.326503","Ia","0.0727",""
"SDSS-II SN 1243","","","","","0.198426","Ia","0.0644",""
"SN2007pi","2007/10/30","21.34","-19.31","SDSS J24649.24+004520.9","0.288,0.302","Ia","0.071",""
"SN2007ox","2007/10/13","20.85","-19.11","SDSS J24658.06-000417.5","0.212,0.203","Ia?","0.0728",""
"SNF20080903-002","2008/09/03","18.9","-19.007","","0.08445","Ia","0.0437",""
"SNF20080908-000","2008/09/08","18.2","-18.661","","0.05255","Ia","0.0264",""
"SDSS-II SN 3426","2005/09/21","20.13","-20.0362","SDSS J24735.93+003655.8","0.232672","Ia","0.0786",""
"SN2018fwi","2018/09/02","18.59","-20","","0.115,0.115","Ia","0.0127",""
"SN2004db","2004/06/28","17.7","-15.76","NGC 7377","0.0111","Ia","0.0229",""
"SDSS-II SN 17692","2007/09/05","22.25","-16.8507","SDSS J24815.22+005346.6","0.144548","Ia","0.0804",""
"SN2006jg","2006/09/17","21.9","-18.99","SDSS J24826.50-002606.5","0.321","Ia","0.0856",""
"SDSS-II SN 14074","2006/09/27","21.6","-18.8323","SDSS J24830.27-004930.8","0.26192","Ia","0.0799",""
"SN1991as","1991/08/19","18","-15.89","[M91k] 224610+0754.6","0.0135","Ia","0.0902",""
"SN2007sf","2007/11/12","19.23","-19.0934","SDSS J24859.11+011221.7","0.101906","Ia","0.075",""
"SDSS-II SN 10299","2005/11/05","21.32","-19.1065","SDSS J24903.40+005936.5","0.261248","Ia","0.08",""
"SN2009hx","2009/07/17","22.6","-16.4","A224912+1120","0.14,0.14","Ia","0.0547",""
"SDSS-II SN 10448","","","","","0.43386","Ia","0.0799",""
"SDSS-II SN 15262","","","","","0.2474","Ia","0.0828",""
"SN2005er","2005/09/29","18.4","-16.1","NGC 7385","0.02618","Ia Pec","0.0659",""
"SDSS-II SN 5468","2005/09/13","21.42","-19.14","","0.277,0.267,0.238","Ia","0.0937",""
"SN2009jm","2009/09/12","22.2","-18.5","A225014+1033","0.29,0.29","Ia","0.0668",""
"SDSS-II SN 16360","2006/10/28","21.81","","","","Ia","0.078",""
"SDSS-II SN 18666","2007/10/03","21.09","-19.66","SDSS J25014.95+001123.5","0.301,0.326,0.286,0.411","Ia","0.0883",""
"SN2009hc","2009/04/23","23","-14.7","A225026+1054","0.078","Ia","0.0661",""
"SDSS-II SN 16606","2006/10/31","21.55","-18.5469","SDSS J25026.62+011321.8","0.225601","Ia","0.0759",""
"SDSS-II SN 14446","2006/09/27","21.96","-18.8374","SDSS J25030.29-004022.5","0.308083","Ia","0.0771",""
"SN2016brx","2016/04/19","16.1","-17.1717","NGC 7391","0.010167,0.010167","Ia-91bg","0.0827",""
"SN2002dr","2002/06/24","17","-18","UGC 12214","0.022,0.022","Ia","0.0657",""
"SN2018evb","2018/08/08","18.65","-19.5","","0.096","Ia","0.0581",""
"SDSS-II SN 7099","2005/10/20","20.6","-19.4291","SDSS J25133.17+011001.1","0.218886","Ia","0.092",""
"SDSS-II SN 20830","2007/11/04","21.97","-17.386","SDSS J25137.96+005519.6","0.162058","Ia","0.0861",""
"SN2009jn","2009/09/12","21.9","-18.8","A225139+1116","0.29,0.29","Ia","0.0626",""
"SN2002il","2002/10/30","20","-18.7","A225155+0036","0.12,0.12","Ia","0.0809",""
"SDSS-II SN 19468","2007/09/30","20.41","-22.12","","0.669,0.522","Ia","0.0743",""
"LSQ12fhs","2012/10/05","18.4","-17.451","","0.03315","Ia","",""
"SN2018hhn","2018/10/13","16.56","-18.985","UGC 12222","0.02882","Ia","0.0618",""
"SN2018hxv","2018/09/28","18.86","-18.8","","0.077,0.077","Ia","",""
"SDSS-II SN 15675","2006/10/17","21.02","-19.164","SDSS J25241.58+002149.6","0.2345","Ia","0.078",""
"SN2016gdy","2016/09/10","18.52","-19","","0.07,0.07","Ia","0.0345",""
"SDSS-II SN 13393","2006/09/15","21.62","-18.9","SDSS J25257.10+003702.9","0.27","Ia","0.072",""
"SDSS-II SN 16563","","","","","0.3453","Ia","0.0855",""
"SN2016dae","2016/06/20","17.39","-19.1","2MASX J22531470-2208395","0.045","Ia","0.0207",""
"SN2003gq","2003/07/24","17.22","-17.2","NGC 7407","0.02145","Ia-02cx","0.06",""
"ASASSN-14kd","2014/11/12","15.98","-19.3","2MASX J22532475+0447583","0.026,0.027","Ia","0.0574",""
"SN1999do","1999/08/20","16.3","-18.648","MCG +05-54-03","0.02193","Ia","0.0465",""
"ASASSN-15lo","2015/06/19","16.7","-20","GALEXASC J225332.83+194232.9","0.04","Ia","0.0552",""
"SDSS-II SN 13076","2006/08/28","20.52","-20.3","","0.311,0.273","II","0.0763",""
"SN2007gu","2007/08/16","19.5","-18","A225342+1205","0.08,0.08","Ia","0.0551",""
"SDSS-II SN 20405","2007/09/05","20.93","-19.43","","0.254,0.228","II","0.0678",""
"SN2002fs","2002/09/03","17.4","-18.766","A225400+1439","0.03828,0.038","Ia","0.046",""
"SN2018evc","2018/08/08","17.59","-19.1","","0.049,0.049","Ia","0.0622",""
"SN2006jm","2006/09/29","21.12","-19.8","SDSS J25412.23+010303.1","0.33,0.26,0.42,0.43","Ia","0.0846",""
"SN2002ge","2002/10/07","14.1","-18.6","NGC 7400","0.01","Ia","0.0111",""
"SDSS-II SN 19208","","21.15","-18.8428","SDSS J25441.33-005716.5","0.215372","Ia","0.0644",""
"LSQ13bka","2013/08/07","18.9","-19","CGCG 453-022","0.07","Ia","0.0503",""
"SN2014ba","2014/05/07","14.7","-17.4","NGC 7410","0.0058","Ia-91bg","0.0102",""
"SN2006id","2006/09/06","18.7","-19","A225505+2106","0.07,0.07","Ia","0.0667",""
"SDSS-II SN 9324","","21.21","-20.0482","SDSS J25517.56+004823.6","0.378093","Ia","0.063",""
"SDSS-II SN 18275","2007/09/05","22.14","-19.6166","SDSS J25529.61-003720.3","0.472048","Ia","0.0691",""
"SN2017eio","2017/05/24","17.35","-18.522","CGCG 453-026","0.03347,0.03347","Ia","0.0516",""
"SN2018avc","2018/04/14","17.87","-19","LEDA 3094298","0.052","Ia","0.0305",""
"SN2002hb","2002/09/11","18.7","-19","A225603+1337","0.09,0.09","Ia","0.0477",""
"SN1998cw","1998/06/24","17.5","","A225619-3509","","Ia","0.0134",""
"SDSS-II SN 17169","2007/09/05","20.82","-19.2258","SDSS J25623.28-004004.9","0.220524","Ia","0.0604",""
"SDSS-II SN 6213","","20.09","-18.3872","SDSS J25625.40-002700.0","0.109221","Ib/c","0.061",""
"SDSS-II SN 17682","2007/09/05","19.97","-20.8034","SDSS J25625.83+003005.0","0.304812","Ia","0.0488",""
"SNF20080731-001","2008/07/31","19.8","-18.77","","0.114","Ia","0.0499",""
"SN2006ie","2006/09/11","20.1","-18.4","A225642+0331","0.11,0.11","Ia","0.0528",""
"SN2005fx","2005/09/15","21.35","-19.18","SDSS J25648.48+002402.0","0.273,0.337,0.342","Ia","0.0472",""
"SDSS-II SN 19209","2007/09/30","20.9","-17.9365","SDSS J25703.17-005316.0","0.128384","Ib/c","0.0527",""
"SDSS-II SN 9326","2005/10/30","21.83","-19.3","SDSS J25715.87+003741.4","0.35","Ia","0.0424",""
"ASASSN-14lq","2014/12/09","15.7","-19.6354","2MASX J22571481-2058014","0.026191","Ia","0.0275",""
"SN1993L","1993/04/30","13.86","-17.5","IC 5270","0.006616","Ia","0.0117",""
"SN2002im","2002/10/30","20.9","-19.4","A225804+0034","0.25,0.25","Ia","0.0469",""
"SN2018ffb","2018/08/17","17.9","-20","GALEXASC J225811.55-201702.1","0.07,0.07","Ia","0.0323",""
"SDSS-II SN 15929","2006/10/29","21.58","-18.2841","SDSS J25822.14-001507.8","0.203368","II","0.0418",""
"SN2000fo","2000/12/21","16.5","-18.632","CGCG 475-012","0.02386","Ia","0.0581",""
