Name,Disc. Date,mmax,Mmax,R.A.,Dec.,z,Type,E(B-V)
SN2010fu,2010/06/16,22.6,-19.09,"12:21:46.461,12:21:46.46,12:21:46.459,12:21:46.463","+46:39:13.16,+46:39:13.3,+46:39:13.28,+46:39:13.15","0.459,0.46,0.459",Ia,0.0115
SN2010fy,2010/07/07,17.1,-19.6,"05:24:52.46,05:24:52.459","-46:46:37.1,-46:46:37.09","0.049,0.049",Ia,0.0262
SN2010fz,2010/07/09,15.4,-17,"09:42:04.77,09:42:04.769","+00:19:51.0,+00:19:50.99","0.0063,0.0063",Ia,0.086
SN2010G,2010/01/09,18.8,-19.79,"12:25:10.01,12:25:10.010","+45:19:43.9,+45:19:43.90","0.115,0.12,0.115",Ia,0.0119
SN2010ga,2010/07/08,17.1,-19.9,"00:34:43.83,00:34:43.829","+09:54:36.1,+09:54:36.11","0.057,0.056",Ia,0.0827
SN2010gc,2010/07/12,16.8,-20,"13:23:06.30,13:23:06.300","-13:00:18.1,-13:00:18.11","0.06,0.06",Ia,0.0427
SN2010gj,2010/07/10,17,-19.1,"21:50:54.34,21:50:54.341","-17:46:09.4,-17:46:09.41",0.037,Ia,0.0475
SN2010gl,2010/07/18,15.1,-19,"16:31:38.62,16:31:38.621","+59:37:26.2,+59:37:26.18,+59:37:27.2",0.0188,Ia,0.0128
SN2010gm,2010/07/19,17.9,,"17:33:20.85,17:33:20.870,17:33:20.87","+44:06:16.1,+44:06:16.42,+44:06:16.4",,Ia,0.0179
SN2010gv,2010/08/09,15.6,,"17:58:22.57,17:58:22.560,17:58:22.56","+50:47:34.3,+50:47:34.01,+50:47:34.0",,Ia,0.04
SN2010gz,2010/08/16,16,-18.56,"01:32:51.07,01:32:51.070","-12:11:21.5,-12:11:21.52",0.0184,Ia,0.0204
SN2010he,2010/08/20,16.8,-18.71,"02:49:10.81,02:49:10.800","-14:26:59.8,-14:27:00.11",0.0284,Ia,0.0208
SN2010hg,2010/09/01,13.9,-18.6,"09:46:13.7,09:46:13.699,09:46:13.70","-30:27:13,-30:27:13.3,-30:27:13.28","0.0082,0.0082",Ia,0.101
SN2010hh,2010/09/01,17.2,-17.4,"17:59:18.38,17:59:18.379","+45:52:32.2,+45:52:32.02","0.018,0.019",Ia,0.0343
SN2010hj,2010/08/24,17.9,-18,"21:49:09.84,21:48:09.8,21:49:09.840","-59:02:23.2,-59:02:23,-59:02:23.21,-59:02:23.28","0.03,0.03",Ia,0.0336
SN2010hk,2010/09/02,19.2,-15.82,"03:37:52.61,03:37:52.610","+04:56:52.2,+04:56:52.19",0.0321,Ia,0.1946
SN2010hx,2010/09/16,15.2,-17.3,"10:28:51.06,10:28:51.060","-35:36:22.3,-35:36:22.28","0.0093,0.0093",Ia,0.0695
SN2010hz,2010/09/12,19.1,-16.18,"01:53:41.97,01:53:41.971","+29:56:04.6,+29:56:04.60",0.0255,Ia,0.0464
SN2010I,2010/01/08,18.1,-19,"10:12:37.27,10:12:13.27,10:12:13.270,10:12:13.3","-01:49:00.1,-01:49:00.08,-01:49:00","0.06,0.06",Ia,0.0394
SN2010ia,2010/09/16,17.3,-17.2,"03:56:56.20,03:56:56.201","+08:30:45.1,+08:30:45.11",0.018,Ia,0.1489
SN2010ii,2010/09/30,16.5,-18.89,"22:38:13.18,22:38:13.181","+35:29:30.0,+35:29:30.01",0.0269,Ia,0.0739
SN2010it,2010/10/11,15.6,-17.8,"03:41:57.50,03:41:57.499","-04:42:21.1,-04:42:21.10",0.0137,Ia,0.0472
SN2010iu,2010/10/07,16.7,-20,"00:40:02.48,00:40:02.479","-56:09:29.9,-56:09:29.92","0.04,0.04",Ia,0.0126
SN2010iv,2010/10/15,17.4,-20.22,"04:03:52.23,04:03:52.229","-43:25:38.5,-43:25:38.50",0.0742,Ia,0.0091
SN2010ix,2010/10/16,18,,"01:00:02.49,01:00:02.491","+41:42:57.6,+41:42:57.60",,Ia,0.0502
SN2010ja,2010/10/15,17.9,-16,"08:02:28.39,08:02:28.390","+09:23:40.9,+09:23:40.88",0.0156,Ia,0.0193
SN2010jb,2010/10/30,15.7,-19.2,"01:04:07.68,01:04:07.680","-51:08:05.4,-51:08:05.39",0.0256,Ia,0.013
SN2010jd,2010/09/20,17.3,-18.7,"03:37:22.20,03:37:22.200","-33:02:39.7,-33:02:39.70",0.036,Ia,0.0069
SN2010jf,2010/10/20,17.7,-17.4,"03:40:43.47,03:40:43.469","+01:03:34.0,+01:03:33.98",0.024,Ia,0.0897
SN2010jm,2010/11/02,17.4,-17.6,"03:46:03.55,03:46:03.550","+12:42:15.5,+12:42:15.52",0.022,Ia,0.4189
SN2010jo,2010/11/06,17.1,-19.4,"00:57:35.61,00:57:35.580,00:57:35.60","-01:23:33.3,-01:23:33.40,-01:23:33.0","0.045,0.045",Ia,0.0311
SN2010jq,2010/11/11,17.1,-17.2,"10:36:36.40,10:36:36.401","-27:28:44.5,-27:28:44.51",0.016,Ia,0.0683
SN2010jx,2010/10/28,19.3,-19.2,"01:19:42.22,01:19:42.221","+30:24:49.2,+30:24:49.21","0.11,0.11",Ia,0.0453
SN2010jz,2010/11/02,17.9,-19.5,"07:17:15.74,07:17:15.739","+45:23:03.7,+45:23:03.70","0.066,0.066",Ia,0.073
SN2010ka,2010/11/07,19.3,-20.11,"03:26:01.99,03:26:01.990","-00:49:48.0,-00:49:48.00","0.166,0.17,0.166",Ia,0.0853
SN2010ke,2010/11/14,17.8,-18.6,"00:57:24.62,00:57:24.619,00:57:24.67","-00:57:51.4,-00:57:51.41,-00:57:51.6","0.042,0.042",Ia,0.0295
SN2010kf,2010/11/28,17.5,-18.8,"03:36:03.53,03:36:03.530","+01:06:04.0,+01:06:04.00",0.041,Ia,0.0898
SN2010ki,2010/12/02,15.2,,"23:16:09.58,23:16:09.600","-02:14:05.3,-02:14:05.60",,Ia,0.0301
SN2010kl,2010/11/16,18.9,-17.1,"11:27:17.48,11:27:17.5,11:27:17.479,11:27:17.52","+03:45:33.3,+03:45:33,+03:45:33.30","0.035,0.035",Ia,0.0317
SN2010kn,2010/12/02,17.6,-20,"11:50:17.04,11:50:17.040","+43:57:47.0,+43:57:47.02","0.071,0.073",Ia,0.018
SN2010kr,2010/11/13,18.2,-17.79,"10:47:38.17,10:47:38.2,10:47:38.170","+38:55:24.9,+38:55:25,+38:55:24.89",0.0354,Ia,0.0172
SN2010kt,2010/12/10,16.8,-20.1,"05:00:39.19,05:00:39.190","-38:40:46.1,-38:40:46.09",0.053,Ia,0.0175
SN2010kz,2010/10/13,17.2,,"02:45:37.19,02:45:37.190","-11:12:39.4,-11:12:39.38",,Ia,0.024
SN2010L,2010/01/12,18.5,-19,"02:23:28.78,02:23:28.781","+05:35:30.6,+05:35:30.59","0.07,0.07",Ia,0.0434
SN2010ld,2010/11/03,18.6,,"09:04:03.07,09:04:03.070","+09:05:27.9,+09:05:27.89",,Ia,0.0578
SN2010le,2010/11/05,18.3,,"00:20:52.21,00:20:52.210","+33:39:35.5,+33:39:35.50",,Ia,0.0451
SN2010li,2010/11/28,19.3,,"02:07:02.52,02:07:02.520","+20:51:13.9,+20:51:13.90",,Ia,0.128
SN2010lj,2010/12/03,19,,"08:54:02.21,08:54:02.210,08:54:02.22","+35:03:11.9,+35:03:11.92",,Ia,0.0276
SN2010lk,2010/12/03,17.4,,"09:15:14.35,09:15:14.350","+01:22:16.4,+01:22:16.39",,Ia,0.0273
SN2010ll,2010/12/10,18.1,-19.3,"04:50:29.81,04:50:29.810","-10:44:17.0,-10:44:17.02","0.066,0.066",Ia,0.0539
SN2010lm,2010/12/20,17,-19.9,"10:03:57.35,10:03:57.350","-27:38:30.3,-27:38:30.30","0.054,0.054",Ia,0.0744
SN2010lp,2010/12/29,15.4,-17.86,"02:54:03.50,02:54:03.499","+02:57:43.4,+02:57:43.42",0.0101,Ia,0.091
SN2010lq,2010/12/27,15.6,-19.75,"08:32:40.98,08:32:40.980","-24:02:45.6,-24:02:45.60",0.0264,Ia,0.0917
SN2010lt,2010/12/31,17,-17.56,"06:06:09.18,06:06:09.180","+83:50:28.8,+83:50:28.79",0.0184,Ia,0.0601
SN2010lv,2010/12/31,16.2,-21,"13:19:42.89,13:19:42.890","-33:15:18.5,-33:15:18.50","0.07,0.07",Ia,0.0518
SN2010lw,2010/05/17,20.4,-19.3,"13:11:21.57,13:11:21.619,13:11:21.618","-01:21:41.2,-01:21:41.62","0.189,0.19,0.189",Ia,0.0229
SN2010ly,2010/11/13,17.8,-18,"03:05:03.56,03:05:03.559","-19:40:38.8,-19:40:38.78","0.04,0.04",Ia,0.0183
SN2010N,2010/01/12,16.7,-18.2,"13:09:05.24,13:09:05.239","+17:04:22.3,+17:04:22.30","0.021,0.021",Ia,0.0189
SN2010R,2010/01/15,18.3,-19.4,"12:17:10.49,12:17:10.490","+25:39:58.7,+25:39:58.72","0.078,0.078",Ia,0.0222
SN2010V,2010/02/04,15.3,-18.49,"14:28:38.46,14:28:38.460,14:28:38.53","+30:38:09.5,+30:38:09.49,+30:38:09.7",0.0129,Ia,0.0183
SN2011ac,2011/02/11,16.7,-19.91,"08:43:22.16,08:43:22.159,08:43:22.15","+10:43:47.6,+10:43:47.60,+10:43:47.5",0.0468,Ia,0.0465
SN2011ad,2011/02/11,18.6,-19.5,"11:45:59.58,11:45:59.580","+46:46:50.5,+46:46:50.48",0.092,Ia,0.0189
SN2011ag,2011/02/25,17,-18.8,"03:12:26.55,03:12:26.551,03:12:26.54","+19:15:06.4,+19:15:06.41",0.032,Ia,0.1055
SN2011ah,2011/02/05,16,-19.4,"05:53:50.77,05:53:50.770","-32:44:44.2,-32:44:44.20",0.027,Ia,0.0335
SN2011ai,2011/02/24,17.5,-18.5206,"14:29:05.02,14:29:05.021,14:29:05.01,14:29:04.98","+41:54:42.7,+41:54:42.70,+41:54:42.4",0.035822,Ia,0.0089
SN2011aj,2011/02/18,16.2,-18.26,"16:50:13.98,16:50:13.980,16:50:13.97","+55:22:28.0,+55:22:27.98",0.0175,Ia,0.0111
SN2011al,2011/02/05,17,-20,"10:26:56.21,10:26:56.210","+18:29:07.4,+18:29:07.40",0.06,Ia,0.0188
SN2011au,2011/03/05,18.9,-19.61,"09:33:41.55,09:33:41.549","+30:40:15.8,+30:40:15.82","0.111,0.111",Ia,0.0166
SN2011av,2011/03/08,17.1,-19.8,"13:36:55.60,13:36:55.601","+21:57:42.2,+21:57:42.19",0.054,Ia,0.0105
SN2011ax,2011/03/10,18.3,-18.9,"07:36:09.01,07:36:09.010","+47:27:15.5,+47:27:15.52",0.062,Ia,0.1104
SN2011ba,2011/03/24,19.6,-19.49,"08:23:09.06,08:23:09.060","+16:04:17.0,+16:04:17.00","0.144,0.144",Ia,0.0249
SN2011bb,2011/03/14,16.6,,"11:35:27.09,11:35:27.091","-38:00:54.9,-38:00:54.90",,Ia,0.1104
SN2011bc,2011/04/01,14.6,-20.19,"12:04:32.94,12:04:32.940,12:04:32.93","+20:12:11.4,+20:12:11.41,+20:12:11.3",0.0204,Ia,0.0356
SN2011bd,2011/03/24,16,-19.49,"17:47:06.32,17:47:06.319","+57:18:04.7,+57:18:04.72,+57:18:04.6",0.0281,Ia,0.0401
SN2011be,2011/03/25,16.9,-19.06,"09:22:52.62,09:22:52.6,09:22:52.620,09:22:52.61,09:22:52.56","+21:59:15.7,+21:59:16,+21:59:15.68,+21:59:15.6,+21:59:15.72",0.0348,Ia,0.0307
SN2011bf,2011/03/24,16,-18,"13:49:03.23,13:49:03.230","-28:03:59.6,-28:03:59.62,-28:03:59.5",0.014,Ia,0.0529
SN2011bk,2011/03/07,15.8,,"16:20:34.75,16:20:34.750,16:20:34.82","+21:12:08.2,+21:12:08.21,+21:12:08.3",,Ia,0.055
SN2011bt,2011/03/28,19.1,-19.47,"12:52:55.22,12:52:55.219","+07:46:51.7,+07:46:51.71","0.114,0.114",Ia,0.0243
SN2011bw,2011/03/30,19.2,-18.8,"15:35:58.75,15:35:58.750","+21:18:42.8,+21:18:42.80",0.089,Ia,0.0528
SN2011bz,2011/04/24,17.4,-18.13,"14:04:43.75,14:04:43.8,14:04:43.750,14:04:44.52,14:04:43.68","-09:43:04.7,-09:43:05,-09:43:04.69,-09:43:16.0,-09:43:04.692",0.0286,Ia,0.0382
SN2011C,2011/01/05,19,-16.21,"11:17:54.88,11:17:54.881","-02:05:45.2,-02:05:45.20",0.0247,Ia,0.0374
SN2011cg,2011/04/14,15.7,,"14:59:09.25,14:59:09.250","+07:18:04.2,+07:18:04.21",,Ia,0.0251
SN2011ch,2011/04/27,16.2,,"13:02:54.31,13:02:54.310","+49:52:29.1,+49:52:29.10",,Ia,0.0125
SN2011ci,2011/05/04,17.5,-19.3,"10:18:00.41,10:18:00.410,10:18:00.40","-02:32:41.4,-02:32:41.39",0.0511,Ia,0.0315
SN2011cm,2011/04/14,18.1,-18,"17:14:19.18,17:14:19.181","+43:59:55.2,+43:59:55.21",0.03,Ia,0.0155
SN2011cn,2011/04/24,19,-19,"13:55:31.54,13:55:31.541","-02:30:00.5,-02:30:00.50",0.09,Ia,0.0425
SN2011cr,2011/04/26,17.9,-19,"22:04:51.77,22:04:51.770","+12:46:13.0,+12:46:13.01",0.05,Ia,0.0609
SN2011ct,2011/04/27,19.5,-19,"15:06:34.40,15:06:34.399","-10:19:36.5,-10:19:36.52","0.11,0.11",Ia,0.0849
SN2011cx,2011/05/02,18.6,-19.9,"12:14:22.16,12:14:22.159","+33:55:09.5,+33:55:09.52","0.11,0.11",Ia,0.0102
SN2011di,2011/05/13,14.7,-19.37,"18:43:59.06,18:43:59.059,18:43:59.00","-61:59:46.3,-61:59:46.28,-61:59:46.0",0.0147,Ia,0.0908
SN2011dj,2011/06/04,15.1,-19.48,"13:07:06.69,13:07:06.689","-01:10:44.0,-01:10:44.00",0.0185,Ia,0.0179
SN2011dl,2011/06/17,16.9,-18.4,"16:18:04.97,16:18:04.970,16:18:04.96","+21:33:04.0,+21:33:04.00",0.026,Ia,0.0669
SN2011do,2011/06/11,14.8,-19.76,"04:25:47.56,04:25:47.561","-67:48:40.7,-67:48:40.72",0.0184,Ia,0.0477
SN2011dp,2011/06/02,16,-18.54,"01:45:24.77,01:45:24.770","-03:49:35.3,-03:49:35.29,-03:49:35.2",0.0182,Ia,0.0184
SN2011dv,2011/06/28,18.5,-17.23,"16:12:04.62,16:12:04.620,16:12:04.61","+14:12:33.2,+14:12:33.19",0.0313,Ia,0.0398
SN2011ea,2011/07/01,19.2,-19.21,"12:27:36.38,12:27:36.379","+04:09:49.5,+04:09:49.50","0.106,0.106",Ia,0.0157
SN2011eb,2011/07/09,15.1,-19.68,"01:57:36.58,01:57:36.581","-57:48:00.8,-57:48:00.79",0.0203,Ia,0.0171
SN2011ec,2011/05/14,17,-19.04,"22:41:37.57,22:41:37.570,22:41:37.50","-57:36:08.8,-57:36:08.78,-57:36:08.0",0.0362,Ia,0.0171
SN2011ed,2011/03/26,15,-19.58,"19:15:34.34,19:15:34.339,19:15:34.35","-54:37:39.5,-54:37:39.50,-54:37:39.6",0.0185,Ia,0.0573
SN2011el,2011/08/01,17.6,-19.1,"03:00:18.2,03:00:18.199","+05:49:25,+05:49:24.9,+05:49:24.89",0.048,Ia,0.0906
SN2011em,2011/08/04,16.2,-18.95,"13:27:13.19,13:27:13.190,13:27:13.18","+55:29:17.4,+55:29:17.41,+55:29:17.3",0.0241,Ia,0.014
SN2011eq,2011/04/29,19,-20.7,"21:17:59.27,21:17:59.270","-02:37:22.8,-02:37:22.80","0.19,0.19",Ia,0.0502
SN2011er,2011/05/25,20.2,-18.5,"15:49:50.65,15:49:50.650","+14:49:30.1,+14:49:30.11","0.12,0.12",Ia,0.0415
SN2011et,2011/06/02,18.8,-19,"15:30:01.40,15:30:01.399","+24:52:29.1,+24:52:29.10",0.09,Ia,0.0399
SN2011ex,2011/06/13,17.6,-19,"15:48:51.75,15:48:51.749","+62:57:48.9,+62:57:48.89",0.04,Ia,0.0123
SN2011ez,2011/06/24,18.9,-19,"12:42:42.43,12:42:42.430","+00:33:54.0,+00:33:54.00",0.08,Ia,0.0169
SN2011fc,2011/07/11,17.8,-19,"23:01:36.38,23:01:36.379","+32:20:06.9,+32:20:06.90",0.05,Ia,0.0757
SN2011fg,2011/08/20,16.6,-19.9,"23:23:20.59,23:23:20.590","+16:47:41.3,+16:47:41.32",0.045,Ia Pec,0.0234
SN2011fk,2011/08/29,15.8,-18.96,"00:54:42.06,00:54:42.060","+36:45:51.4,+36:45:51.41",0.0201,Ia,0.0478
SN2011fm,2011/08/22,16.4,-19.06,"19:06:50.17,19:06:50.170,19:06:50.16","-61:41:57.7,-61:41:57.70",0.0277,Ia,0.0552
SN2011fn,2011/06/29,17.9,-15.68,"06:48:34.96,06:48:34.961,06:48:34.95","-64:15:54.5,-64:15:54.50",0.0117,Ia,0.065
SN2011fp,2011/08/29,17.8,-16.73,"00:15:25.61,00:15:25.610","+17:19:11.9,+17:19:11.89,+17:19:11.8",0.0181,Ia,0.0654
SN2011fw,2011/09/23,16.8,-17.57,"03:20:54.24,03:20:54.240","+37:52:05.3,+37:52:05.30",0.0168,Ia,0.2731
SN2011G,2011/01/08,18.7,-16.64,"12:09:41.81,12:09:41.810","+56:31:11.4,+56:31:11.39",0.0263,Ia,0.0105
SN2011ga,2011/09/18,17.9,-18.33,"22:40:27.42,22:40:27.420","+03:11:58.0,+03:11:57.98",0.0394,Ia,0.0619
SN2011gb,2011/09/24,15.7,-18.3,"01:33:42.94,01:33:42.941,01:33:42.93","+34:48:37.1,+34:48:37.12,+34:48:37.0",0.014,Ia,0.0328
SN2011gg,2011/09/20,16.9,-20.1,"00:46:21.08,00:46:21.079,00:46:21.07","-09:09:27.7,-09:09:27.68",0.055,Ia,0.0284
SN2011gi,2011/09/21,18.2,-19.23,"00:32:43.00,00:32:43.0,00:32:43.001","+26:06:51.6,+26:06:52,+26:06:51.59,+26:06:51.5,+26:06:51.48",0.0679,Ia,0.0343
SN2011gj,2011/09/07,17.5,-19.14,"01:19:24.15,01:19:24.151,01:19:24.14","+12:26:17.1,+12:26:17.09",0.0476,Ia,0.0272
SN2011gn,2011/09/30,16.9,-18.7,"07:06:28.29,07:06:28.289","+77:52:31.8,+77:52:31.80,+77:52:31.7",0.029,Ia,0.0396
SN2011gq,2011/09/26,19.2,-17.7,"21:42:28.44,21:42:28.4,21:42:28.440,21:42:28.32","-16:06:30.5,-16:06:31,-16:06:30.49,-16:06:34.56",0.053,Ia,0.0327
SN2011gr,2011/09/18,18.3,-19.1,"00:20:45.98,00:20:45.979,00:20:45.97","+06:56:05.2,+06:56:05.21,+06:56:05.1",0.068,Ia,0.03
SN2011gt,2011/09/26,15.3,-18.35,"19:56:48.26,19:56:48.3,19:56:48.259,19:56:48.25,19:56:48.24","-37:19:37.5,-37:19:38,-37:19:37.49,-37:19:37.56",0.0121,Ia,0.0847
SN2011gz,2011/10/03,16.9,,"00:37:46.27,00:37:46.270","-33:39:51.4,-33:39:51.41",,Ia,0.0094
SN2011H,2011/01/04,15.6,-19,"02:23:06.02,02:23:06.019","+43:02:32.4,+43:02:32.39",0.02,Ia,0.0722
SN2011hc,2011/10/23,16.4,-19.5,"20:12:10.07,20:12:10.070","-11:21:57.7,-11:21:57.71","0.034,0.037",Ia,0.0933
SN2011hd,2011/10/24,15.9,-18.2,"09:58:48.30,09:58:48.300","+34:47:03.3,+34:47:03.30",0.015,Ia,0.011
SN2011he,2011/10/20,18.4,-18.6,"22:36:46.72,22:36:46.721","+20:21:31.2,+20:21:31.21",0.055,Ia Pec,0.0358
SN2011hf,2011/10/17,17.6,-19.3,"22:16:51.14,22:16:51.139","-03:15:55.0,-03:15:55.01",0.054,Ia,0.0841
SN2011hh,2011/10/26,16.9,-17.2,"02:57:04.61,02:57:04.610","+49:47:43.3,+49:47:43.30",0.015,Ia,0.4085
SN2011hl,2011/09/26,19.4,-18,"00:01:55.69,00:01:55.690","+06:52:35.9,+06:52:35.90",0.08,Ia,0.0372
SN2011ho,2011/10/28,18.3,-17.46,"11:44:12.95,11:44:13.0,11:44:12.950,11:44:12.94,11:44:12.72","+33:30:58.1,+33:30:58,+33:30:58.10,+33:30:58.0,+33:30:58.68",0.0318,Ia,0.0171
SN2011hq,2011/11/01,18.3,-16.99,"05:00:56.13,05:00:56.129","-13:24:57.9,-13:24:57.89",0.0257,Ia,0.0992
SN2011hu,2011/11/06,17.2,-18.04,"06:33:40.85,06:33:40.850,06:33:40.84","-34:16:26.7,-34:16:26.69",0.0251,Ia,0.0835
SN2011hv,2011/11/17,16.3,-19.32,"23:18:16.55,23:18:16.550,23:18:16.54","+00:15:43.1,+00:15:43.09,+00:15:43.0",0.0298,Ia,0.0377
SN2011hz,2011/11/03,17.9,-20,"08:52:34.24,08:52:34.241","+55:15:14.2,+55:15:14.18,+55:15:14.1",0.086,Ia,0.0285
SN2011I,2011/01/06,15.8,,"09:50:24.99,09:50:24.991","-21:51:45.1,-21:51:45.11",,Ia,0.0379
SN2011ic,2011/11/18,16,,"10:15:33.21,10:15:33.209,10:15:33.20","-20:34:06.0,-20:34:05.99",,Ia,0.0483
SN2011ie,2011/11/17,17,-18.7,"23:00:54.71,23:00:54.710,23:00:54.70","+18:50:32.3,+18:50:32.32,+18:50:32.2",0.031,Ia,0.059
SN2011ig,2011/11/17,17.5,-19.8,"01:05:54.65,01:05:54.650","-12:20:48.6,-12:20:48.59,-12:20:48.5",0.065,Ia,0.0218
SN2011ij,2011/11/18,18.7,,"06:58:07.68,06:58:07.680,06:58:07.67","+37:13:11.7,+37:13:11.71,+37:13:11.6",,Ia,0.0884
SN2011ik,2011/11/24,17.7,-18.19,"02:25:04.11,02:25:04.1,02:25:04.090,02:25:04.09,02:25:04.08","+22:12:52.8,+22:12:52,+22:12:51.91,+22:12:51.9,+22:12:51.84",0.0338,Ia,0.1211
SN2011il,2011/11/20,17,,"07:35:08.62,07:35:08.621","+19:11:26.1,+19:11:26.09",,Ia,0.0441
SN2011iq,2011/10/29,18.3,-15.8,"02:48:49.60,02:48:49.601","-08:04:30.0,-08:04:30.00","0.015,0.083",Ia,0.0252
SN2011is,2011/11/21,16,-18.84,"14:01:47.00,14:01:47.160,14:01:47.20","+09:29:50.1,+09:29:48.80,+09:29:45.36",0.0209,Ia,0.027
SN2011J,2011/01/08,18.8,-17,"10:50:44.20,10:50:44.201","+28:00:49.0,+28:00:49.00",0.03,Ia,0.0194
SN2011jd,2011/11/19,18.1,-19.7,"00:22:54.27,00:22:54.269","+13:52:22.4,+13:52:22.40",0.079,Ia,0.0564
SN2011jr,2011/12/25,17.1,-17.91,"07:06:39.92,07:06:39.919,07:06:39.91","+23:53:37.0,+23:53:37.00",0.0226,Ia,0.051
SN2011jt,2011/12/31,16.4,-19.07,"14:53:23.01,14:53:23.011","+02:57:43.1,+02:57:43.09,+02:57:43.0",0.0278,Ia,0.0386
SN2011ju,2011/12/25,19.2,-19.15,"08:10:43.55,08:10:43.550","+40:25:29.6,+40:25:29.60","0.103,0.103",Ia,0.0449
SN2011jv,2011/12/27,18.6,-19.2,"04:48:02.55,04:48:02.551","-04:08:22.6,-04:08:22.60",0.082,Ia,0.0325
SN2011jw,2011/12/27,19.3,-17.4,"10:47:41.70,10:47:41.700","+02:18:15.4,+02:18:15.41",0.049,Ia,0.0367
SN2011jx,2011/12/29,17.9,-20,"10:29:08.76,10:29:08.760","+46:04:57.6,+46:04:57.61,+46:04:57.5",0.085,Ia,0.0169
SN2011ka,2011/12/29,14.5,-19.93,"05:14:28.26,05:14:28.260","-62:10:19.0,-62:10:18.98",0.0173,Ia,0.0285
SN2011kc,2011/12/28,17.6,,"10:35:51.00,10:35:51.000","+41:09:59.4,+41:09:59.40",,Ia,0.0112
SN2011kd,2011/12/29,19.7,,"12:14:55.42,12:14:55.421","-04:25:07.6,-04:25:07.61",,Ia,0.0336
SN2011kk,2011/01/25,17,,"05:07:37.88,05:07:37.901,05:07:37.90","+07:15:24.6,+07:15:25.09,+07:15:25.1",,Ia,0.1083
SN2011L,2011/01/14,17,-18.7,"23:40:11.52,23:40:11.520","+27:25:42.2,+27:25:42.20",0.031,Ia,0.078
SN2011Q,2011/01/05,18.3,-20,"09:19:11.45,09:19:11.450","+39:42:29.2,+39:42:29.20",0.09,Ia,0.0136
SN2011T,2011/01/28,16.3,-19.3,"17:10:03.62,17:10:03.619,17:10:03.61","+32:30:01.2,+32:30:01.19",0.029,Ia,0.0372
SN2011U,2011/01/28,15.9,-17.97,"04:13:33.94,04:13:33.941,04:13:33.93","+27:32:36.7,+27:32:36.71",0.0134,Ia,0.5927
SN2011Y,2011/01/27,17.3,-20.1,"08:12:58.25,08:12:58.250","-27:34:15.7,-27:34:15.71,-27:34:15.6",0.068,Ia,0.2308
SN2012ac,2012/02/11,18.6,-19,"03:34:33.42,03:34:33.420","+18:04:40.3,+18:04:40.30",0.08,Ia,0.121
SN2012ad,2012/01/26,17.9,-19.4,"06:38:45.07,06:38:45.070","+67:20:22.4,+67:20:22.42",0.064,Ia,0.0627
SN2012ae,2012/02/13,18.4,-15,"08:58:55.88,08:58:55.879","+23:03:42.4,+23:03:42.41",0.011,Ia,0.026
SN2012af,2012/02/11,16.5,-20.4,"15:00:30.87,15:00:30.869","+23:55:45.1,+23:55:45.08",0.053,Ia,0.0386
SN2012ah,2012/02/21,14.6,-19.1,"23:25:59.63,23:25:59.630","-81:54:33.3,-81:54:33.30",0.0124,Ia,0.1545
SN2012aj,2012/02/21,16.9,-18.8,"16:27:03.96,16:27:03.960","+51:36:49.8,+51:36:49.79",0.031,Ia,0.0173
SN2012aq,2012/02/24,17.4,-19,"14:54:05.13,14:54:05.131","+22:05:40.6,+22:05:40.60",0.05,Ia,0.0338
SN2012ar,2012/03/01,16.6,-18.9,"16:20:36.02,16:20:36.019","-10:27:38.3,-10:27:38.30",0.028,Ia,0.2024
SN2012ax,2012/02/18,18,-20.5,"11:11:58.35,11:11:58.349","+29:42:05.5,+29:42:05.51","0.11,0.059",Ia,0.0197
SN2012ay,2012/02/24,18,-18.7,"09:43:25.71,09:43:25.711","-06:53:35.9,-06:53:35.92",0.048,Ia,0.027
SN2012B,2012/01/08,16.5,-17.93,"03:51:34.52,03:51:34.519","+37:04:42.7,+37:04:42.71",0.0173,Ia,0.2728
SN2012bc,2012/02/03,17.8,,"10:58:14.99,10:58:14.990","-46:34:31.5,-46:34:31.51",,Ia,0.106
SN2012be,2012/02/21,18.1,-19.8,"11:20:52.36,11:20:52.361","+51:32:30.2,+51:32:30.19","0.086,0.081",Ia,0.0136
SN2012bf,2012/02/10,18.4,-19,"15:13:41.81,15:13:41.810,15:13:41.82","+16:06:06.6,+16:06:06.59",0.07,Ia,0.0275
SN2012bi,2012/03/03,15.7,-19.48,"12:13:00.23,12:13:00.2,12:13:00.230,12:13:00.48","+25:16:57.4,+27:16:57,+25:16:57.40,+25:16:51.24",0.0244,Ia,0.0201
SN2012bj,2012/03/15,20,-19.42,"08:43:32.32,08:43:32.321","+32:00:17.2,+32:00:17.21","0.167,0.167",Ia Pec,0.0343
SN2012bm,2012/03/27,16.7,-18.52,"13:05:45.66,13:05:45.660","+46:27:52.9,+46:27:52.88",0.0248,Ia,0.0102
SN2012bs,2012/03/28,18.1,-19.3,"15:23:01.70,15:23:01.699","+07:11:41.2,+07:11:41.21",0.066,Ia,0.0309
SN2012bx,2012/04/11,17.1,-19.6,"11:44:29.41,11:44:29.410","+07:03:46.3,+07:03:46.30",0.049,Ia,0.0158
SN2012cf,2012/05/14,17.1,-19.1547,"13:41:10.49,13:41:10.490","+30:22:37.2,+30:22:37.20",0.039861,Ia,0.0132
