Name,Disc. Date,mmax,Mmax,R.A.,Dec.,z,Type,E(B-V)
SN2009an,2009/02/27,14.4,-18.661,"12:22:47.40,12:22:47.385,12:22:47.28,12:22:47.4,12:22:47.470","+65:51:04.0,+65:51:04.60,+65:51:05.04,+65:51:04.5,+65:51:04.21",0.009228,Ia,0.0186
SN2006et,2006/09/03,15.82,-19,"00:42:45.82,00:42:45.821","-23:33:30.4,-23:33:30.24,-23:33:30.38","0.021178,0.022172",Ia,0.0165
SN1971I,1971/05/24,10.9,-19,"13:15:49.6,13:15:49.68,00:00:00.000,13:15:49.60","+41:59:15,+41:59:32.0,+41:59:15.0","0.00131,0.00344",Ia,0.0157
SN2017dzs,2017/05/11,16.4,-18.0261,"23:32:28.900,23:32:28.8","+23:56:11.20,+23:56:11.04",0.017269,Ia-91bg,0.0489
SN1999gp,1999/12/23,0.006,-34.99,"02:31:39.15,02:31:39.151","+39:22:52.3,+39:22:52.28",0.02675,Ia,0.0472
SN2001bt,2001/05/24,15,-18.6,"19:13:46.75,19:13:46.750","-59:17:22.8,-59:17:22.81",0.01464,Ia,0.0562
SN2005A,2005/01/05,15.65,-18.7,"02:30:43.25,02:30:43.250","-02:56:19.8,-02:56:19.79","0.01914,0.01834,0.01835,0.01914",Ia,0.0259
SN2003gs,2003/07/29,13.32,-18.1,"02:27:38.36,02:27:38.359","-01:09:35.4,-01:09:35.39",0.00477,Ia Pec,0.0301
SN2003W,2003/01/28,15.75,-18.9,"09:46:49.48,09:46:49.481,09:46:49.488","+16:02:37.6,+16:02:37.61,+16:02:37.69",0.020071,Ia,0.0392
LSQ11ot,2011/12/23,17.8,-17.6,"05:15:48.30,05:15:48.34,05:15:48.29","+06:46:39.0,+06:46:39.36",0.027,Ia,0.1581
SN2006kf,2006/10/21,16.36,-18.5,"03:41:50.48,03:41:50.47,03:41:50.479","+08:09:25.0,+08:09:24.98","0.020799,0.021301",Ia,0.2097
SN2014ek,2014/10/18,17,-18.1,"23:56:06.55,23:56:06.550","+29:22:42.3,+29:22:42.30","0.023,0.023,0.023",Ia,0.0513
SN2013gy,2013/12/06,14.64,-19.3321,"03:42:16.88,03:42:16.879","-04:43:18.5,-04:43:18.52,-04:43:18.6",0.014023,Ia,0.0485
SN2005ho,2005/09/26,17.99,-19.2657,"00:59:24.096,00:59:24.1,00:59:24.10,00:59:24.101","+00:00:09.44,+00:00:09,+00:00:09.4,+00:00:09.1,+00:00:09.34,+00:00:09.08,+00:00:09.40","0.06283,0.062861",Ia,0.0216
SN2001cn,2001/06/11,14.8,-19,"18:46:17.84,18:46:17.839","-65:45:41.8,-65:45:41.80","0.0155,0.0137",Ia,0.0506
LSQ11bk,2011/12/06,17.15,-18.9,"04:20:44.270,04:20:44.25,04:20:44.27","-08:35:55.46,-08:35:55.75,-08:35:55.4",0.037,Ia,0.0936
SN2002he,2002/10/28,15.8,-19.36,"08:19:58.83,08:19:58.831","+62:49:13.2,+62:49:13.19",0.024564,Ia Pec,0.0341
SN2006eq,2006/08/26,18.28,-18.3988,"21:28:37.13,21:28:37.2,21:28:37.20,21:28:37.130","+01:13:41.2,+01:13:41.196,+01:13:40.944,+01:13:41.20","0.048358,0.049509",Ia,0.0416
SN2001en,2001/09/26,14.2,-19.8,"01:25:22.90,01:25:22.901","+34:01:30.5,+34:01:30.50",0.015871,Ia,0.0464
SN2008s1,2008/05/16,15.53,-19.43,"13:29:12.84,13:29:12.96,13:29:12.82","+11:16:20.5,+11:16:20.64,+11:16:20.6","0.0221,0.0219,0.0224",Ia,0.0271
SN1992G,1992/02/09,13.38,-18.8,"10:36:18.57,10:36:18.55,10:36:18.509,10:36:18.51","+37:19:16.2,+37:19:15.99,+37:19:13.91,+37:19:13.9,+37:19:16.0","0.00529,0.00629,0.00529",Ia,0.0168
SN2007bc,2007/04/04,15.82,-19,"11:19:16.627,11:19:14.64,11:19:14.57,11:19:14.570","+20:48:48.70,+20:48:32.40,+20:48:32.5,+20:48:32.51","0.02077,0.021851,0.02077",Ia,0.0186
SN2002ha,2002/10/21,14.5,-19.4,"20:47:18.58,20:47:18.48,20:47:18.581","+00:18:45.6,+00:18:45.7,+00:18:45.61",0.014046,Ia,0.0852
SN2003kf,2003/11/27,14.14,-18.437,"06:04:35.42,06:04:35.419","-12:37:42.8,-12:37:42.82",0.007388,Ia,0.2687
PTF10hml,2010/05/20,17.65,-19.25,"13:19:49.70,13:19:49.68,13:19:50.66","+41:59:01.6,+41:59:01.68,+41:58:57.4","0.0534,0.0534",Ia,0.0114
SN2002es,2002/08/23,15.8,-18.6,"03:23:47.23,03:23:47.230","+40:33:53.5,+40:33:53.50",0.02843,Ia Pec,0.1552
SN2002fb,2002/09/06,16.28,-17.9,"01:57:48.90,01:57:48.900","+36:20:26.3,+36:20:26.30",0.015567,Ia-91bg,0.0763
SN2006mq,2006/10/22,12.7,-18.1,"08:06:12.39,08:06:12.48,08:06:12.391","-27:33:45.4,-27:33:45.36,-27:33:45.40",0.0032,Ia,0.3633
SN2007N,2007/01/21,16.26,-17.8,"12:49:01.25,12:49:1.20,12:49:01.250","-09:27:10.2,-09:27:10.19",0.012879,Ia Pec,0.0343
SN2011ao,2011/03/03,13.9,-19.4817,"11:53:51.03,11:53:51.12,11:53:51.010,11:53:51.02","+33:21:46.3,+33:21:46.08,+33:21:46.19,+33:21:46.2",0.010694,Ia,0.0174
SN2000bh,2000/04/05,16,-18.8,"12:21:15.14,12:21:15.139","-21:59:55.7,-21:59:55.72",0.02281,Ia,0.0469
SN2006bh,2006/04/02,14.38,-18.8,"22:40:16.10,22:40:16.08,22:40:16.099","-66:29:06.3,-66:29:06.36,-66:29:06.29","0.010493,0.010847,0.010493",Ia,0.0227
SN2008ar,2008/02/27,16.34,-18.9917,"12:24:37.92,12:24:37.922,12:24:37.920","+10:50:17.4,+10:50:16.74,+10:50:17.41",0.026147,Ia,0.0311
SN2017ets,2017/06/16,15.66,-20.1,"16:13:46.150,16:13:46.08,16:13:46.14,16:13:46.15","+22:54:59.14,+22:54:59.4","0.032,0.032",Ia,0.0773
SN1999cl,1999/05/29,12.58,-17.6,"12:31:56.01,12:31:56.009","+14:25:35.3,+14:25:35.29",0.007609,Ia,0.0325
SN2000cn,2000/06/02,16.42,-18.4,"17:57:40.42,17:57:40.421","+27:49:58.1,+27:49:58.12","0.02349,0.02349",Ia,0.048
SN2001ba,2001/04/27,15.9,-19.54,"11:38:01.76,11:38:01.759","-32:19:51.0,-32:19:50.99",0.02942,Ia,0.0537
SN2011aa,2011/02/06,13.9,-19.8237,"07:36:42.63,07:36:42.48,07:36:42.629","+74:26:34.8,+74:26:35.52,+74:26:34.80,+74:26:34.7",0.012512,Ia Pec?,0.0237
SN2017him,2017/10/12,19.2,-18,"03:57:45.540,3:57:45.5498,03:57:45.504","+15:55:51.94,+15:55:51.9456,+15:55:51.6","0.05,0.05",Ia,0.3104
SN2009kk,2009/10/15,15,-18.79,"03:49:44.27,03:49:44.320,03:49:44.256,03:49:44.270","-03:15:51.9,-03:15:52.66,-03:15:52.092,-03:15:51.91","0.0129,0.0124,0.0125",Ia,0.1163
SN2013dr,2013/06/30,14.76,-19.6106,"17:19:30.26,17:19:30.259,17:19:30","+47:42:04.6,+47:42:04.61,+47:42:03.24",0.016835,Ia,0.0203
SN2017glq,2017/09/03,14.42,-19.1677,"02:08:28.000,02:08:27.984,02:08:27.96","+06:23:16.60,+06:23:16.332,+06:23:16.5,+06:23:16.728","0.011755,0.011755",Ia,0.0461
SN1991bg,1991/12/03,13.41,-17.8,"12:25:03.70,12:25:03.67,12:25:03.710,12:25:03.71,12:15:40.8","+12:52:15.6,+12:52:15.54,+12:52:15.82,+12:52:15.8,+12:52:15.5,+08:14:24",0.003539,Ia Pec,0.0344
SN2002cs,2002/05/05,14.5,-19,"18:46:59.96,18:46:59.959","+45:42:19.7,+45:42:19.69",0.01577,Ia,0.0878
SN2004gu,2004/12/13,17.34,-18.98,"12:46:24.72,12:46:24.720","+11:56:56.1,+11:56:56.04,+11:56:56.11","0.045858,0.046897,0.045859",Ia Pec,0.0223
SN1999aw,1999/03/09,16.8,-19.41,"11:01:36.37,11:01:36.370","-06:06:31.6,-06:06:31.61",0.0391,Ia,0.0282
SN2008ec,2008/07/14,15.46,-18.8424,"23:03:16.56,23:03:16.560","+08:52:19.8,+08:52:19.81",0.016317,Ia,0.06
SN2002dj,2002/06/12,14.04,-18.8,"13:13:00.34,13:13:00.341","-19:31:08.7,-19:31:08.69",0.009393,Ia,0.0816
SN2008hm,2008/11/25,16.06,-18.65,"03:27:10.90,03:27:10.889,03:27:10.896,03:27:10.901","+46:56:39.6,+46:56:39.20,+46:56:39.12,+46:56:39.59","0.0197,0.0192,0.0197,0.0194",Ia,0.3799
PTF11dec,2011/05/24,19.214,-19,"14:18:40.107,14:18:40.08,14:18:40.106,14:18:40.04","+54:10:59.00,+54:10:59.16,+54:10:58.8,+54:10:58.98,+54:10:59.1,+54:10:58.99",0.097,Ia,0.0108
SN2005eu,2005/10/04,16.81,-19.1536,"02:27:43.30,02:27:43.224,02:27:43.26,02:27:43.260","+28:10:37.8,+28:10:37.2,+28:10:36.6,+28:10:36.59",0.034901,Ia,0.1126
LSQ13vy,2013/04/06,17.71,-18.1,"16:06:55.85,16:06:55.81","+03:00:15.1,+03:00:15.23,+03:00:15.4",0.032,Ia,0.0676
SN2006ef,2006/08/18,15.5,-19.2,"02:04:19.51,02:04:19.510","-08:43:42.2,-08:43:42.20","0.017006,0.017884",Ia,0.0201
LSQ12hzj,2012/12/28,16.7,-18.9,09:59:12.43,"-09:00:08.3,-09:00:08.25",0.029,Ia,0.0569
SN2000fa,2000/11/30,15.85,-18.9,"07:15:29.88,07:15:29.880","+23:25:42.4,+23:25:42.38","0.02127,0.02127",Ia,0.0558
SN2006ac,2006/02/09,15.97,-18.8,"12:41:44.90,12:41:44.88,12:41:44.86,12:41:44.861","+35:04:07.4,+35:04:07.32,+35:04:07.1,+35:04:07.10",0.023106,Ia,0.0136
SN2010gy,2010/08/06,18.276,-22.36,"02:27:12.00,02:27:12.037,02:27:12.024,02:27:12.04,02:27:12.041,02:27:12.036","-04:32:05.2,-04:32:04.87,-04:32:04.92,-04:32:04.9,-04:32:04.88","0.2867,0.0696,0.0708,0.0722",Ia,0.0236
SN1998dm,1998/08/22,14.25,-17.6,"01:26:13.97,01:26:13.970","-06:06:14.0,-06:06:14.00","0.006541,0.009006",Ia,0.0385
SN2005bo,2005/04/17,15.33,-17.6,"12:49:41.03,12:49:41.04,12:49:41.030","-11:05:47.4,-11:05:47.76,-11:05:47.40,-11:05:47.3,-11:05:47.29","0.015013,0.013896",Ia,0.0396
SN2012ca,2012/04/25,12.81,-21.69,"18:41:07.25,18:41:07.250,18:41:07.06","-41:47:38.4,-41:47:38.40,-41:47:37.4",0.019,Ia CSM,0.0592
SN2007bj,2007/04/18,15.1,-19.254,"16:22:10.59,16:22:10.589,16:22:10.591","-01:30:51.4,-01:30:51.33,-01:30:51.41",0.016708,Ia,0.1015
SN2017cbv,2017/03/10,11.5,-19.742,14:32:34.420,-44:08:02.74,"0.003999,0.003999",Ia,0.1452
SN2001bg,2001/05/08,12.8,-18.8,"08:35:18.86,08:35:18.96,08:35:18.859","+28:28:05.8,+28:28:05.88,+28:28:05.81",0.007122,Ia,0.0338
SN1954B,1954/04/27,12.3,-19.8,"14:33:24.09,14:33:24.13,00:00:00.000,14:33:24.1","+04:26:41.6,+04:26:42.41,+04:26:42.0,+04:26:42.4",0.00609,Ia,0.0314
SN1999dk,1999/08/12,0.006,-33.7,"01:31:26.92,01:31:26.921","+14:17:05.7,+14:17:05.71","0.01496,0.01496",Ia,0.0429
OGLE-2013-SN-039,2013/07/17,18.94,-19,"00:22:33.02,00:22:33.01","-72:53:41.9,-72:53:41.8","0.08,0.09",Ia,0.026
SN2013cv,2013/05/20,15.89,-20.1,"16:22:43.16,16:22:43.159","+18:57:35.6,+18:57:35.60",0.035,Ia-91T,0.0436
SN1998es,1998/11/13,13.45,-19.41,"01:37:17.60,01:37:17.501","+05:52:50.6,+05:52:50.30","0.01057,0.01057",Ia Pec,0.0277
SN2005ey,2005/09/03,19.46,-19.4,"02:17:05.616,02:17:05.5,02:17:05.496,02:17:05.448,02:17:05.50,02:17:05.501","+00:16:50.88,+00:16:49,+00:16:49.1,+00:16:48.7,+00:16:49.073,+00:16:49.12,+00:16:49.08","0.13,0.13",Ia,0.0288
SN2005ff,2005/09/10,19.09,-18.8,"22:30:41.040,22:30:41.4,22:30:41.52,22:30:41.28,22:30:41.41,22:30:41.410","-00:46:34.47,-00:46:36,-00:46:35.724,-00:46:35.904,-00:46:35.7204,-00:46:35.8932,-00:46:35.8,-00:46:35.80,-00:46:35.76","0.0837,0.0841",Ia,0.0528
SN2015bq,2015/02/16,15.86,-19.6353,"12:35:06.37,12:35:06.370,12:35:06.26","+31:14:35.4,+31:14:35.40,+31:14:35.6",0.028178,Ia,0.0118
SN2003gt,2003/07/29,15.07,-19.1424,"20:32:59.12,20:32:59.119","+09:52:19.3,+09:52:19.31",0.015657,Ia,0.0953
DES17C3eg,2017/08/21,20.32,-18.31,03:34:24.58,-27:38:02.2,0.117,Ia,0.007
SN2005gb,2005/09/22,18.65,-19.3124,"01:16:12.600,01:16:12.6,01:16:12.576,01:16:12.58,01:16:12.581","+00:47:30.90,+00:47:31,+00:47:31.02,+00:47:30.59,+00:47:30.973,+00:47:30.599,+00:47:31.0,+00:47:30.98,+00:47:31.01","0.08656,0.086578",Ia,0.0261
SN2005ir,2005/10/28,18.34,-19.3126,"01:16:43.752,01:16:43.8,01:16:43.776,01:16:43.87,01:16:43.76,01:16:43.759","+00:47:40.36,+00:47:41,+00:47:40.6,+00:47:40.67,+00:47:40.27,+00:47:40.661,+00:47:40.279,+00:47:37.30,+00:47:40.4,+00:47:40.42",0.075254,Ia,0.0265
SN2007hx,2007/09/03,19.05,-18.7063,"02:06:27.288,02:06:27.048,02:06:27.072,02:06:27.07,02:06:27.08,02:06:27.079","-00:53:57.57,-00:53:58.668,-00:53:58.38,-00:53:58.65,-00:53:58.30,-00:53:58.3,-00:53:58.31","0.078873,0.079443",Ia,0.0299
SN2014dt,2014/10/29,13.26,-18.6,"12:21:57.57,12:21:57.569,12:21:57.59","+04:28:18.5,+04:28:18.52,+04:28:18.3",0.0052,Ia-02cx,0.0193
PS15tb,2015/03/12,14.91,-20.58,"08:59:34.91,08:59:34.8","+45:55:34.3,+45:55:32.88,+45:55:32.9",0.0281,Ia,0.0208
SN2002eb,2002/07/22,16.11,-19.3349,"22:19:05.24,22:19:05.239","+24:35:39.8,+24:35:39.80",0.027536,Ia,0.0514
SN2005de,2005/08/02,15.51,-18.6355,"18:02:23.36,18:02:23.359","+26:03:07.7,+26:03:07.70",0.015184,Ia,0.0875
SN2006gj,2006/09/18,17.18,-18.1,"03:17:35.80,03:17:35.81,03:17:35.801","-01:41:30.2,-01:41:30.19","0.02829,0.02775,0.02777,0.02835",Ia,0.0705
SN2000dk,2000/09/18,15.4,-18,"01:07:23.52,01:07:23.520","+32:24:23.2,+32:24:23.18","0.01744,0.01744",Ia,0.0589
SN2006dm,2006/07/03,15.96,-18.9964,"23:41:47.84,23:41:47.839","-03:40:08.4,-03:40:08.40",0.022019,Ia,0.0326
SN2006gr,2006/08/21,16.43,-19.46,"22:32:22.67,22:32:22.56,22:32:22.670","+30:49:43.3,+30:49:43.32,+30:49:43.28","0.034601,0.034597",Ia,0.0727
PS1-10w,2010/02/13,16.6,-19.149,"10:42:41.887,10:42:41.76,10:42:41.888,10:42:41.89,10:42:41.889","+58:50:37.77,+58:50:38.04,+58:50:37.78,+58:50:37.8,+58:50:37.72",0.03164,Ia,0.0065
SN2001da,2001/07/09,15.14,-19,"23:53:32.78,23:53:32.779","+08:07:02.6,+08:07:02.60",0.017195,Ia,0.05
SN2006ob,2006/11/18,18.1,-18.82,"01:51:48.505,01:51:48.144,01:51:48.12,01:51:48.11,01:51:48.110","+00:15:50.00,+00:15:47.92,+00:15:47.923,+00:15:47.75,+00:15:48.30,+00:15:48.3,+00:15:48.31","0.059238,0.058254,0.059239",Ia,0.0285
SN2009ad,2009/02/13,15.6,-19.54,"05:03:33.38,05:03:33.393,05:03:33.384,05:03:33.379","+06:39:35.7,+06:39:35.82,+06:39:36,+06:39:35.71",0.02834,Ia,0.0953
SN1960F,1960/04/17,10.6,-20.06,"12:31:42.05,12:31:42.06,12:31:42.050","+03:56:47.7,+03:56:47.9,+03:56:47.80,+03:56:47.8","0.00312,0.00323,0.00337,0.00341,0.00398",Ia,0.0212
SN2009bf,2009/03/17,17.69,-18.9,"12:06:51.67,12:06:51.6,12:06:51.660","+26:57:36.6,+26:57:36.72,+26:57:36.61,+26:57:36.7",0.046,Ia,0.0172
SN1993L,1993/04/30,13.86,-17.5,"22:57:52.86,22:57:52.81,22:57:52.870,22:57:52.87","-35:51:26.8,-35:51:26.98,-35:51:27.00,-35:51:27.0",0.006616,Ia,0.0117
SN2009al,2009/02/26,15.84,-19.12,"10:51:22.07,10:51:22.049,10:51:22.08,10:51:22.070,10:51:22.04","+08:34:42.7,+08:34:41.98,+08:34:41.988,+08:34:42.71,+08:34:42.2","0.0221,0.0233,0.0237,0.0234",Ia,0.0212
SN2009nr,2009/12/22,13.7,-19.6,"13:10:58.95,13:10:58.949,13:10:58.94","+11:29:29.3,+11:29:29.29,+11:29:29.6",0.011224,Ia,0.0215
SN2005bl,2005/04/14,16.8,-18.6,"12:04:12.24,12:04:12.26,12:04:12.259","+20:24:24.6,+20:24:24.48,+20:24:24.84,+20:24:24.8,+20:24:24.80","0.02406,0.025112,0.02513,0.02406",Ia Pec,0.0251
SN2016dwu,2016/04/10,13,-21.1048,"03:08:48.500,03:08:48.44,03:08:48.48,03:08:48.443,03:08:48.456","-35:13:51.30,-35:13:50.9,-35:13:51.24,-35:13:50.89,-35:13:50.88",0.014903,Ia,0.0149
SN1992bc,1992/10/04,15.12,-19.3,"03:05:16.05,03:05:17.28,03:05:17.280","-39:33:34.6,-39:33:39.7,-39:33:39.71","0.0186,0.0179,0.0208,0.0194,0.0202,0.0234",Ia,0.0184
SN2018kmu,2018/12/20,16.69,-17.8,"14:41:32.924,14:41:32.88","+48:12:14.42,+48:12:14.4","0.018,0.018",Ia,
SN2002cd,2002/04/08,15.64,-17.8,"20:23:34.42,20:23:34.421","+58:20:47.4,+58:20:47.40",0.010344,Ia,0.3501
SN2004as,2004/03/11,16.68,-19.0256,"11:25:39.18,11:25:39.180","+22:49:49.4,+22:49:49.40",0.031021,Ia,0.0132
SN2004bg,2004/04/07,14.9,-20,"11:21:01.53,11:21:01.529","+21:20:23.4,+21:20:23.39",0.021035,Ia,0.019
PTF10duy,2010/03/13,18.31,-19.4,"13:57:11.07,13:57:11.04","+40:09:47.9,+40:09:47.88",0.079,Ia,0.0108
SN2007as,2007/03/13,15.8,-18.7039,"09:27:36.01,09:27:36.00,09:27:36.010","-80:10:39.2,-80:10:39.36,-80:10:39.22","0.017896,0.017896",Ia,0.1229
SN2017iyw,2017/12/18,15.27,-19.63,"08:13:30.626,08:13:30.627,08:13:30.72,08:13:30.74,08:13:30.63","+71:25:45.12,+71:25:45.13,+71:25:44.4,+71:25:44.2","0.0215,0.0215",Ia,0.0226
SN2002cv,2002/05/13,13.95,-17.8,"10:18:03.68,10:18:03.679","+21:50:06.2,+21:50:06.0,+21:50:06.00","0.00424,0.00424",Ia,0.0216
SN2005hr,2005/10/03,19.4,-19.3,"03:18:33.816,03:18:33.8,03:18:33.792,03:18:33.83,03:18:33.830","+00:07:24.03,+00:07:24,+00:07:24.06,+00:07:23.77,+00:07:24.028,+00:07:23.768,+00:07:24.1,+00:07:24.10","0.12,0.12",Ia,0.0619
SN2016hvl,2016/11/04,15.36,-18.4,"06:44:02.164,06:44:02.160,06:44:02.16","+12:23:47.84,+12:23:47.76","0.013,0.013",Ia,0.3766
SN2018izd,2018/11/21,16.7,-19,"07:02:54.626,07:02:54.630,07:02:54.63,07:02:54.72","+33:50:15.37,+33:50:15.0,+33:50:15","0.03,0.03",Ia,
SN2002de,2002/06/01,16,-19.5,"16:16:30.38,16:16:30.379","+35:42:30.2,+35:42:30.20",0.028116,Ia,0.0144
SN2005df,2005/08/04,12.37,-18.4,"04:17:37.85,04:17:37.850","-62:46:09.5,-62:46:09.52",0.004316,Ia,0.0258
SN2007qe,2007/11/13,15.98,-18.78,"23:54:12.98,23:54:12.96,23:54:12.979","+27:24:33.0,+27:24:33.12,+27:24:33.4,+27:24:33.41","0.0201,0.0203,0.0239",Ia,0.0332
SN2009D,2009/01/02,15.82,-18.3,"03:54:22.83,03:54:22.817,03:54:22.776,03:54:22.829","-19:10:54.2,-19:10:54.56,-19:10:54.84,-19:10:54.19",0.025007,Ia,0.0441
SN2011de,2011/05/22,15.05,-20.5222,"15:43:53.25,15:43:53.28,15:43:53.251","+67:45:42.5,+67:45:43.2,+67:45:42.52",0.029187,Ia Pec?,0.0256
PSc080064,2010/09/03,18.61,-18.736,"03:29:42.071,03:29:42.070","-27:52:38.11,-27:52:38.10",0.06548,Ia,0.0073
SN1984A,1984/01/04,12.1,-19,"12:26:55.73,12:26:55.71,12:26:55.750,12:26:55.75","+15:03:17.1,+15:03:17.72,+15:03:18.00,+15:03:18.0,+15:03:17.7",-0.00092,Ia,0.0284
SN2007ba,2007/03/29,17.4,-18.28,"15:16:41.814,15:16:42.72,15:16:42.63,15:16:42.631","+07:23:48.92,+07:23:47.80,+07:23:47.8","0.038513,0.039055,0.038513",Ia Pec,0.0315
SN2007bm,2007/04/20,13.73,-18,"11:25:02.30,11:25:2.40,11:25:02.299","-09:47:53.8,-09:47:53.81","0.006211,0.007441,0.006211",Ia,0.0354
SN2008gp,2008/10/27,16.75,-19.0792,"03:23:00.73,03:23:0.72,03:23:00.730","+01:21:42.8,+01:21:42.80","0.032824,0.032824",Ia,0.1042
SN2004gc,2004/11/18,17,-18.6839,"05:21:49.94,05:21:49.95,05:21:49.949","+06:40:33.71,+06:40:33.7","0.030715,0.032089",Ia,0.1781
SN2008ia,2008/12/07,15.8,-19.2129,"08:50:35.15,08:50:35.04,08:50:35.150","-61:16:40.6,-61:16:40.44,-61:16:40.58",0.022597,Ia,0.1954
SN2001cj,2001/05/30,15.5,-19.6656,"13:21:44.85,13:21:44.849","+31:14:48.6,+31:14:48.59",0.024233,Ia,0.012
SN2006lu,2006/10/30,17.6,-19.0711,"09:15:17.63,09:15:17.52,09:15:17.630","-25:36:00.3,-25:36:00.36,-25:36:00.29",0.0481889,Ia,0.0986
SN2001cp,2001/06/19,15.66,-19.3,"17:11:02.58,17:11:02.580,17:11:02.65","+05:50:26.8,+05:50:26.81,+05:50:27.8",0.022402,Ia,0.1332
SN2007ai,2007/03/06,17.06,-18.74,"16:12:53.74,16:12:53.76,16:12:53.741","-21:37:48.7,-21:37:48.72,-21:37:48.68","0.031987,0.031662,0.031987",Ia,0.286
SN2005mc,2005/12/23,16.89,-18.39,"08:27:06.36,08:27:6.24,08:27:06.360","+21:38:45.6,+21:38:45.60","0.026006,0.025221",Ia,0.0379
SN2007bd,2007/04/04,16.55,-19.07,"08:31:32.872,08:31:33.36,08:31:33.28,08:31:33.281","-01:11:52.02,-01:11:57.98,-01:11:58.0","0.031939,0.031018",Ia,0.0289
SN2016eoa,2016/08/02,14.54,-20.3,"00:21:23.100,00:21:23.059,00:21:23.06","+22:26:08.30,+22:26:07.44,+22:26:07.4",0.021,Ia,0.0584
SN2000ca,2000/04/28,15.34,-19.4,"13:35:22.98,13:35:22.980","-34:09:37.0,-34:09:37.01",0.02362,Ia,0.0572
SN2006fz,2006/09/12,19.25,-19.133,"00:16:41.35,00:16:41.314,00:16:41.3496,00:16:41.3136,00:16:41.350","-00:25:28.3,-00:25:28.344,-00:25:28.668,-00:25:28.686,-00:25:28.31",0.1047,Ia,0.024
SN2006ot,2006/11/22,17.4,-19.4449,"02:15:04.84,02:15:4.85,02:15:04.841","-20:45:58.2,-20:45:58.32,-20:45:58.21","0.05294,0.052155,0.05219,0.05294",Ia Pec,0.0151
LSQ12fxd,2012/10/31,16.29,-19.4,"05:22:16.99,05:22:17.02","-25:35:47.0,-25:35:47.01,-25:35:47.1",0.031,Ia,0.0217
SN2010dm,2010/05/28,17.07,-18.76,"12:11:33.36,12:11:33.322,12:11:33.31,12:11:33.310,12:11:33.319,12:11:33.320","+47:16:28.56,+47:16:29.36,+47:16:29.1,+47:16:29.10,+47:16:29.33","0.0328,0.0337",Ia,0.0181
PS15cku,2015/10/16,15.71,-19.3,01:24:22.53,+03:35:15.2,0.023,Ia,0.0227
SN2017edw,2017/05/19,15.79,-20.6308,"10:52:04.439,10:52:04.440,10:52:04.56,10:52:04.45","+11:35:41.69,+11:35:42,+11:35:41.9",0.042996,Ia,0.0189
SN2004bv,2004/05/24,13.95,-18.7,"20:25:06.34,20:25:06.341","-24:48:53.7,-24:48:53.71",0.01061,Ia,0.0546
SN2005kc,2005/11/09,15.45,-18.2,"22:34:07.34,22:34:7.44,22:34:07.339","+05:34:06.3,+05:34:06.31","0.01512,0.01389,0.01512",Ia,0.1136
ASASSN-14bb,2014/05/19,14.95,-20,"12:14:11.30,12:14:11.28","+38:39:40.8,+38:39:40.68,+38:39:39.96","0.022,0.023",Ia,0.0134
SN1995al,1995/11/01,12.7,-19.5,"09:50:55.97,09:50:55.970","+33:33:09.4,+33:33:09.40","0.00514,0.00514,0.00577,0.00643,0.00661,0.00754,0.00756,0.00763,0.00788,0.00799",Ia,0.0117
SN2005jz,2005/10/11,20.84,-18.2575,"01:31:27.07,01:31:27.1,01:31:27.048,01:31:27.024","-00:37:54.0,-00:37:54,-00:37:53.832,-00:37:53.976,-00:37:53.8248,-00:37:53.9904,-00:37:53.80",0.144341,Ia,0.0321
SN2009kq,2009/11/05,14.61,-18.95,"08:36:15.09,08:36:15.148,08:36:15.12,08:36:15.089","+28:04:01.7,+28:04:01.67,+28:04:01.56,+28:04:01.70","0.0116,0.0124,0.0117,0.0126",Ia,0.0352
SN2011jq,2011/12/27,17.55,-18.3,"05:16:41.54,05:16:41.55,05:16:41.549","+06:29:29.4,+06:29:30.2,+06:29:29.40,+06:29:30.19",0.033,Ia,0.1457
SN2016efy,2016/07/12,17.63,-17,"02:58:29.300,02:58:29.286,02:58:29.28,02:58:29.304","+40:03:52.70,+40:03:52.75,+40:03:52.92,+40:03:52.56",0.02,Ia,0.0945
SN2005hu,2005/10/11,20.93,-19.1133,"21:54:40.80,21:54:40.8,21:54:40.79,21:54:40.790","+00:24:47.8,+00:24:48,+00:24:48.35,+00:24:48.06,+00:24:48.074,+00:24:48.4,+00:24:48.38","0.2197,0.220282",Ia,0.0634
SN2017erp,2017/06/13,13.46,-18.726,"15:09:14.810,15:09:14.803,15:09:14.88,15:09:14.81","-11:20:03.20,-11:20:02.76,-11:20:03.12,-11:20:02.8","0.006174,0.006174",Ia,0.0925
SN1999da,1999/07/05,0.13,-33.5,"17:35:22.96,17:35:22.961","+60:48:49.3,+60:48:49.28","0.01269,0.01269",Ia,0.0449
SN2005fn,2005/09/13,18.8,-19.4,"20:48:53.05,20:48:53.1,20:48:53.04,20:48:53.050","+00:11:28.0,+00:11:28,+00:11:28.1,+00:11:28.086,+00:11:27.791,+00:11:28.00,+00:11:28.02",0.095,Ia,0.0773
SN2007fb,2007/07/03,15.74,-18,"23:56:52.37,23:56:52.383,23:56:52.32,23:56:52.370","+05:30:31.8,+05:30:31.90,+05:30:31.896,+05:30:31.79",0.018026,Ia,0.0465
SN2008Q,2008/01/26,13.24,-19,"01:24:57.23,01:24:57.207,01:24:57.230","+09:33:01.5,+09:33:01.30,+09:33:01.51",0.007935,Ia,0.0716
